date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-04-15,PB,,state,165,24,False,4018127,25,4.10639,0.1455
2020-04-14,PB,,state,152,21,False,4018127,25,3.78286,0.1382
2020-04-13,PB,,state,136,16,False,4018127,25,3.38466,0.1176
2020-04-12,PB,,state,111,13,False,4018127,25,2.76248,0.1171
2020-04-11,PB,,state,101,13,False,4018127,25,2.51361,0.1287
2020-04-10,PB,,state,85,11,False,4018127,25,2.11541,0.1294
2020-04-09,PB,,state,79,11,False,4018127,25,1.96609,0.1392
2020-04-08,PB,,state,55,7,False,4018127,25,1.3688,0.1273
2020-04-07,PB,,state,41,4,False,4018127,25,1.02038,0.0976
2020-04-06,PB,,state,36,4,False,4018127,25,0.89594,0.1111
2020-04-05,PB,,state,35,4,False,4018127,25,0.87105,0.1143
2020-04-04,PB,,state,34,3,False,4018127,25,0.84617,0.0882
2020-04-03,PB,,state,32,1,False,4018127,25,0.79639,0.0312
2020-04-02,PB,,state,29,1,False,4018127,25,0.72173,0.0345
2020-04-01,PB,,state,21,1,False,4018127,25,0.52263,0.0476
2020-03-31,PB,,state,18,1,False,4018127,25,0.44797,0.0556
2020-03-30,PB,,state,17,0,False,4018127,25,0.42308,0.0
2020-03-29,PB,,state,14,0,False,4018127,25,0.34842,0.0
2020-03-28,PB,,state,14,0,False,4018127,25,0.34842,0.0
2020-03-27,PB,,state,10,0,False,4018127,25,0.24887,0.0
2020-03-26,PB,,state,6,0,False,4018127,25,0.14932,0.0
2020-03-25,PB,,state,5,0,False,4018127,25,0.12444,0.0
2020-03-24,PB,,state,3,0,False,4018127,25,0.07466,0.0
2020-03-23,PB,,state,2,0,False,4018127,25,0.04977,0.0
2020-03-22,PB,,state,1,0,False,4018127,25,0.02489,0.0
2020-03-21,PB,,state,1,0,False,4018127,25,0.02489,0.0
2020-03-20,PB,,state,1,0,False,4018127,25,0.02489,0.0
2020-03-19,PB,,state,1,0,False,4018127,25,0.02489,0.0
2020-03-18,PB,,state,1,0,False,4018127,25,0.02489,0.0
2020-03-17,PB,,state,0,0,False,4018127,25,,0.0
2020-03-16,PB,,state,0,0,False,4018127,25,,0.0
2020-03-15,PB,,state,0,0,False,4018127,25,,0.0
2020-03-14,PB,,state,0,0,False,4018127,25,,0.0
2020-03-13,PB,,state,0,0,False,4018127,25,,0.0
2020-03-12,PB,,state,0,0,False,4018127,25,,0.0
